Review Rating;Review Writer;Title;Date Published;Verify Status;Country;Aircraft;Route;Type Of Traveller;Seat type;Date Flown;Value For Money (rating out of five);Seat Comfort (rating out of five);Cabin Staff Service (rating out of five);Food & Beverages (rating out of five);inflight_entertainment (rating out of five);Wifi & Connectivity (rating out of five);Ground Service (rating out of five);Recommended
1;W Chakeni;"""a very bad experience""";2018-07-09;Trip Verified;United States;n/a;Nairobi to Washington via Amsterdam;Family Leisure;Economy Class;July 2018;1;1;2;1;1;1;1;no
8;C Edwards;"""Very nice flight""";2018-07-08;Trip Verified;France;Boeing 777-300;Bangkok to Amsterdam;Family Leisure;Economy Class;July 2018;5;4;5;5;3;1;4;yes
5;Wolfgang Bernhart;"""Good value for money""";2018-07-06;Trip Verified;Germany;n/a;Stuttgart to Amsterdam;Family Leisure;Economy Class;July 2018;4;3;3;1;n/a;n/a;3;yes
6;C Tan;""" ground service at London very poor""";2018-07-05;Trip Verified;United Kingdom;Boeing 737;London to Amsterdam;Solo Leisure;Business Class;July 2018;4;3;5;4;n/a;n/a;3;yes
9;David Houlihan;"""crew were very efficient""";2018-07-02;Not Verified;Bahrain;Embraer 190;Dublin to Amsterdam;Business;Business Class;June 2018;4;4;5;4;n/a;n/a;5;yes
10;P Rueber;"""the staff is friendly""";2018-06-30;Trip Verified;Switzerland;n/a;Inverness to Zürich via Amsterdam;Solo Leisure;Economy Class;June 2018;4;4;5;5;n/a;n/a;4;yes
1;G Simpson;"""a 48 hour nightmare""";2018-06-24;Trip Verified;United States;Boeing 747, Boeing 777 ;Chicago to Cape Town via Amsterdam;Family Leisure;Economy Class;June 2018;1;2;3;1;1;1;1;no
8;J Boeken;"""satisfied with the service""";2018-06-22;Trip Verified;South Korea;Boeing 737;Paris to Amsterdam;Solo Leisure;Economy Class;May 2018;5;3;3;n/a;n/a;n/a;5;yes
9;J Boeken;"""Overall a good experience""";2018-06-22;Trip Verified;South Korea;Boeing 777;Amsterdam to Incheon;Solo Leisure;Economy Class;June 2018;5;5;4;5;5;n/a;4;yes
1;G Keane;"""does not reward you""";2018-06-18;Trip Verified;United Kingdom;n/a;Bahrain to Cardiff via Amsterdam;Business;Business Class;May 2018;1;3;4;3;n/a;1;2;no
3;Sharon Michael;"""didn't meet the standard size""";2018-06-18;Trip Verified;India;n/a;London to Bengaluru via Amsterdam;Solo Leisure;Economy Class;June 2018;2;3;3;1;n/a;1;1;no
1;D Meares;"""rebooked flight also cancelled""";2018-06-08;Trip Verified;United Kingdom;Boeing 737-800;London to Amsterdam;Business;Economy Class;June 2018;1;3;4;n/a;n/a;n/a;1;no
1;R Jackson;"""rude and unhelpful""";2018-06-07;Trip Verified;United Kingdom;n/a;Amsterdam to Nice;Business;Economy Class;June 2018;1;3;1;1;1;1;1;yes
1;J Cooper;"""refused as carry on""";2018-06-01;Trip Verified;United States;n/a;Madrid to Amsterdam;Solo Leisure;Economy Class;June 2018;1;1;1;n/a;n/a;n/a;1;no
5;Linda Hau;"""two restrooms for 5 hour flight""";2018-05-30;Trip Verified;United States;Boeing 737 / 767;Tel Aviv to San Francisco via Amsterdam;Couple Leisure;Economy Class;May 2018;3;3;3;2;3;3;4;no
7;W Graham;"""cabin crew were wonderful""";2018-05-28;Trip Verified;Netherlands;Boeing 777-200;Amsterdam to Rio de Janerio;Couple Leisure;Economy Class;May 2018;4;4;4;3;4;n/a;4;yes
10;Mark Shah-Hall;"""Overall really impressed""";2018-05-19;Trip Verified;United Kingdom;Boeing 777-300ER;Manchester to Lima via Amsterdam;Couple Leisure;Business Class;May 2018;5;5;5;5;5;n/a;4;yes
5;Drake Dexter Mangalino;"""is the cheapest ticket""";2018-05-15;Trip Verified;United Arab Emirates;A330;Bahrain to Kuwait;Solo Leisure;Economy Class;December 2017;4;4;3;3;3;n/a;4;yes
9;S Ballera;"""a pleasure to fly KLM""";2018-05-12;Trip Verified;Norway;Boeing 737-700;Oslo to Amsterdam;Solo Leisure;Economy Class;May 2018;4;5;5;4;n/a;n/a;5;yes
10;H Meakor;"""Service during the flight was good""";2018-05-07;Trip Verified;Netherlands;Boeing 787-9;Amsterdam to Mauritius;Solo Leisure;Economy Class;February 2018;4;4;5;4;5;5;4;yes
1;T Maweho;"""refused to refund my upgrade""";2018-05-05;Trip Verified;Uganda;n/a;Birmingham to Entebbe via Amsterdam;Business;Economy Class;April 2018;1;2;1;1;n/a;n/a;1;no
2;L Davish;"""my second flight canceled""";2018-04-27;Trip Verified;United States;n/a;Amesterdam to Los Angeles;Couple Leisure;Economy Class;April 2018;2;1;1;1;1;1;1;no
2;S Shoker;"""my bag was broken and damaged""";2018-04-26;Trip Verified;France;n/a;Muscat to Luxembourg via Amsterdam;Business;Economy Class;March 2018;1;4;4;3;3;3;1;no
10;Tatiana Albou;"""a very relaxing mood""";2018-04-24;Trip Verified;Netherlands;n/a;Amsterdam to Birmingham;Business;Economy Class;April 2018;4;4;5;4;5;4;5;yes
6;S Denton;"""represented value for money""";2018-04-22;Trip Verified;United Kingdom;Boeing 737-900 / 747-400;Manchester to Los Angeles via Amsterdam;Solo Leisure;Economy Class;April 2018;4;2;5;4;1;n/a;4;yes
3;Nitin Sakre;"""broken head support""";2018-04-21;Trip Verified;Canada;n/a;Calgary to Bangalore via Amsterdam;Solo Leisure;Economy Class;April 2018;3;1;1;1;1;1;3;no
10;Kevin Barrance;"""definitely fly with them again""";2018-04-19;Trip Verified;United Kingdom;Embraer 190;Amsterdam to London City;Business;Economy Class;April 2018;4;4;5;5;n/a;n/a;4;yes
9;James Douglas;"""Very friendly cabin crew""";2018-04-17;Trip Verified;United Kingdom;Embraer 190;Aberdeen to Amsterdam;Family Leisure;Economy Class;April 2018;4;4;5;4;n/a;n/a;5;yes
1;Helena Lukomska;"""Horrible service""";2018-04-13;Trip Verified;Poland;n/a;London to Abu Dhabi via Amsterdam;Family Leisure;Economy Class;March 2018;1;2;1;1;2;n/a;1;no
10;T Mayer ;"""a very enjoyable flight""";2018-04-10;Trip Verified;Germany;Boeing 738;Helsinki to Amsterdam;Family Leisure;Economy Class;April 2018;5;5;5;5;n/a;n/a;5;yes
9;G Owen;"""pleasant and polite cabin crew""";2018-04-05;Trip Verified;Poland;Boeing 777-300ER;Cracow to Lima and return;Solo Leisure;Economy Class;April 2018;4;4;5;5;5;n/a;5;yes
6;K Darvin;"""KLM is still worth it""";2018-04-04;Trip Verified;Malaysia;Boeing 777-300;Jakarta to Kuala Lumpur;Business;Economy Class;April 2018;4;3;3;3;3;n/a;3;yes
1;N Mulsan;"""put me on standby""";2018-03-30;Trip Verified;Canada;n/a;Amsterdam to Toronto;Solo Leisure;Economy Class;March 2018;1;2;3;n/a;n/a;n/a;1;no
2;L Wilson;"""the worst service""
";2018-03-29;Trip Verified;United Kingdom;n/a;London to Abu Dhabi via Amsterdam;Family Leisure;Economy Class;March 2018;2;2;1;3;2;n/a;1;no
9;Harold Bush-Howard;"""a very pleasant experience""";2018-03-26;Trip Verified;United Kingdom;Boeing 787-9;London to Bogota via Amsterdam;Couple Leisure;Business Class;March 2018;5;5;5;4;5;n/a;2;yes
9;Clemens Walter;"""had a very pleasant experience""";2018-03-18;Trip Verified;Germany;Boeing 777-200;Berlin to Tokyo via Amsterdam;Solo Leisure;Economy Class;March 2018;5;4;5;4;5;n/a;5;yes
6;Dariusz Sadecki;"""very good internet service""";2018-03-16;Trip Verified;Poland;E190 / Boeing 737;Gdańsk to Hamburg via Amsterdam;Business;Economy Class;March 2018;3;4;4;3;n/a;n/a;5;no
2;Michal Cupa;"""no comfortable seats available""";2018-03-16;Trip Verified;Czech Republic;Boeing 737;Prague to Moscow (SVO) via Amsterdam;Business;Economy Class;March 2018;2;1;2;1;n/a;n/a;3;no
1;J Bukan;"""Seriously unpleasant experience""";2018-03-15;Trip Verified;Luxembourg;n/a;Amsterdam to Luxembourg;Business;Economy Class;March 2018;1;3;1;n/a;n/a;n/a;2;no
4;C Moore;"""It wasn't a personalised service""";2018-03-14;Trip Verified;United Kingdom;Boeing 777;Amsterdam to Atlanta;Solo Leisure;Business Class;March 2018;3;3;2;2;3;n/a;2;no
8;Aart de Vos;"""typical KLM short haul service""";2018-03-12;Trip Verified;Netherlands;Boeing 737 / Embraer E190;Amsterdam to Lyon;Solo Leisure;Economy Class;March 2018;3;3;3;2;n/a;n/a;4;yes
1;E Murleva;"""They even didn't say sorry""";2018-03-11;Trip Verified;Netherlands;n/a;Amsterdam to Malta;Couple Leisure;Economy Class;November 2017;1;3;4;2;n/a;n/a;1;no
8;R Morton;"""Legroom not spacious but okay""";2018-03-09;Trip Verified;Germany;n/a;Frankfurt to Curaçao via Amsterdam;Couple Leisure;Economy Class;February 2018;5;4;5;5;1;n/a;5;yes
8;R Morton;"""onboard service very kind""";2018-03-09;Trip Verified;Germany;n/a;Curaçao to Frankfurt via Amsterdam;Couple Leisure;Economy Class;March 2018;5;3;5;4;1;n/a;5;yes
9;Zafrullah Hamzah;"""been very happy with KLM""";2018-03-08;Trip Verified;Ireland;n/a;Amsterdam to Nice;Business;Economy Class;March 2018;4;4;5;3;n/a;n/a;4;yes
6;J Massina;"""quality has gone downhill""";2018-03-07;Trip Verified;United States;Boeing 747-400;Amsterdam to Nairobi;Couple Leisure;Economy Class;February 2018;3;2;3;2;1;1;3;yes
1;T Burton;"""Customer services non existent""";2018-03-06;Trip Verified;United Kingdom;n/a;Munich to Newcastle via Amsterdam;Couple Leisure;Economy Class;September 2017;1;2;4;2;3;n/a;1;no
9;P Lewis;"""staff were friendly and respectful""";2018-03-04;Trip Verified;Czech Republic;Embraer 190;Prague to Amsterdam;Solo Leisure;Business Class;February 2018;4;4;4;5;n/a;n/a;3;yes
2;W Patapan;"""Late and delayed""";2018-03-03;Trip Verified;Norway;n/a;Bordeaux to Trondheim via Amsterdam;Couple Leisure;Economy Class;March 2018;2;4;4;4;n/a;n/a;2;no
6;Aart de Vos;"""difference in attitude""";2018-02-27;Trip Verified;Netherlands;E190 / Boeing 737-800;Amsterdam to Oslo;Solo Leisure;Economy Class;February 2018;3;3;3;2;n/a;n/a;3;yes
1;L Mooney;"""Appalling customer service""";2018-02-22;Trip Verified;United Kingdom;n/a;Amsterdam to Dublin;Solo Leisure;Economy Class;February 2018;1;1;1;n/a;n/a;n/a;1;no
8;Pascal Rollin;"""efficient, friendly, elegant crew members""
";2018-02-21;Trip Verified;France;Boeing 777;Amsterdam to Quito;Solo Leisure;Economy Class;January 2018;4;3;5;4;4;n/a;3;yes
9;L Olsen;"""pleasant and safe flights""";2018-02-19;Trip Verified;Norway;Boeing 737-800;Madrid to Oslo via Amsterdam;Solo Leisure;Economy Class;February 2018;4;4;5;5;4;3;4;yes
9;S Johnson;"""had a wonderful experience""";2018-02-16;Trip Verified;Ireland;E190;Dublin to Amsterdam;Solo Leisure;Economy Class;October 2017;5;5;5;5;n/a;n/a;4;yes
8;Jonathan de Wilde;"""Very nice staff""";2018-02-13;Trip Verified;Belgium;n/a;Muscat to Amsterdam;Solo Leisure;Economy Class;February 2018;4;4;5;4;4;n/a;3;yes
10;Daan Petersen;"""I had plenty of legroom""";2018-02-06;Trip Verified;Netherlands;Boeing 737-800;Amsterdam to Birmingham;Solo Leisure;Economy Class;November 2017;4;4;5;5;n/a;n/a;5;yes
9;H Stertons;"""service provided were really good""";2018-02-05;Trip Verified;Netherlands;Boeing 737;Edinburgh to Amsterdam;Business;Economy Class;January 2018;4;4;5;4;n/a;n/a;4;yes
1;C Tong;"""unethical and unprofessional""";2018-02-04;Trip Verified;United Kingdom;n/a;LHR to AMS;Family Leisure;Economy Class;January 2018;1;1;1;n/a;n/a;n/a;1;no
1;D Weare;"""read the terms and conditions""";2018-02-02;Trip Verified;United Kingdom;n/a;Malaga to Panama via Amsterdam;Couple Leisure;Economy Class;January 2018;1;1;1;2;2;n/a;2;no
8;P Radina;"""attendants  courteous and professional""";2018-02-02;Trip Verified;Philippines;Boeing 777;Manila to Amsterdam;Couple Leisure;Business Class;January 2018;5;4;4;3;3;n/a;3;yes
2;Bamit Kumar;"""provide a dollar store ear plug""";2018-01-31;Trip Verified;United States;n/a;Los Angeles to Amsterdam;Couple Leisure;Economy Class;January 2018;1;1;1;1;1;n/a;1;no
1;M Cooper;"""plane was dirty and old""";2018-01-28;Trip Verified;Australia;n/a;Milan to Billund via Amsterdam;Business;Economy Class;January 2018;1;1;1;n/a;n/a;n/a;1;no
10;S Stavers;"""These were amazing attendants""";2018-01-27;Trip Verified;United States;n/a;Amsterdam to Minneapolis-St. Paul;Family Leisure;Economy Class;January 2018;5;4;5;4;5;n/a;5;yes
7;T Steane;"""seat change outrageous""";2018-01-22;Trip Verified;Switzerland;Boeing 737-900/ 737-900;Zurich to Bucharest via Amsterdam;Solo Leisure;Economy Class;January 2018;4;5;5;4;n/a;n/a;1;yes
10;Michael Sommerville;"""thanks for good flights""";2018-01-21;Trip Verified;Denmark;Boeing 737;Copenhagen to Tel Aviv via Amsterdam;Solo Leisure;Economy Class;January 2018;5;4;5;5;n/a;n/a;5;yes
1;Simon Brind;"""never offered any apology or a hotel""";2018-01-19;Trip Verified;United Kingdom;n/a;Amsterdam to Leeds;Solo Leisure;Economy Class;September 2017;1;3;4;2;n/a;n/a;1;no
1;Mentor Visoka;"""staff are not even paying attention""";2018-01-19;Trip Verified;United States;n/a;Los Angeles to Amsterdam;Business;Economy Class;January 2018;1;1;1;n/a;n/a;n/a;1;no
9;B Hagen;"""high and consistent standard""";2018-01-18;Trip Verified;Germany;Boeing 737-800 / Embraer 190;Oslo to Frankfurt via Amsterdam;Business;Economy Class;January 2018;4;4;5;5;1;1;2;yes
9;Francesco Messina;"""The crew was nice""";2018-01-18;Trip Verified;Italy;E190;Amsterdam to Oslo;Solo Leisure;Economy Class;December 2017;4;4;5;n/a;n/a;n/a;5;yes
10;T Cammare;"""great experience with KLM""";2018-01-17;Trip Verified;Italy;Boeing 737-700;Rome to Amsterdam;Solo Leisure;Economy Class;January 2018;5;5;5;5;n/a;n/a;5;yes
8;F Gan;"""KLM has a lot to catch up on""";2018-01-13;Trip Verified;United Kingdom;Boeing 777-200ER;Amsterdam to Cape Town;Business;Business Class;January 2018;4;4;4;3;4;n/a;4;yes
1;M Larkin;"""luggage did not make it""";2018-01-12;Trip Verified;Switzerland;n/a;Accra to Geneva via Amsterdam;Solo Leisure;Premium Economy;January 2018;2;4;3;2;5;1;3;no
3;D Gealer;"""will not recommend to anyone""";2018-01-11;Trip Verified;Canada;n/a;Amsterdam to Vancouver;Solo Leisure;Premium Economy;October 2017;3;4;4;2;4;1;1;no
1;B Pearce;"""did not offer an alternative flight""";2018-01-05;Trip Verified;United Kingdom;n/a;London to Taipei via Amsterdam;Solo Leisure;Economy Class;December 2017;1;1;1;1;1;1;1;no
10;Leo Reuter;"""I was very impressed""";2018-01-05;Trip Verified;Singapore;Boeing 777;Singapore to Denpasar;Couple Leisure;Business Class;January 2018;5;5;5;5;4;4;5;yes
3;Mansoor Ali;"""Very poor customer care""";2018-01-04;Trip Verified;United Kingdom;n/a;Kilimanjaro to Birmingham via Amsterdam;Solo Leisure;Economy Class;December 2017;1;2;2;2;2;2;1;no
8;Panagiotis Semitekolo;"""Cabin crew were very polite""";2018-01-03;Trip Verified;Greece;Boeing 737-700;Amsterdam to Athens;Couple Leisure;Economy Class;January 2018;5;3;5;3;2;1;5;yes
1;B Perrine;"""Worst flight ever""";2018-01-01;Trip Verified;Switzerland;Boeing 747-400;New York to Geneva via Amsterdam;Family Leisure;Economy Class;December 2017;2;1;1;1;1;n/a;1;no
1;G Morton;"""Watch out if you pay for an upgrade""";2018-01-01;Trip Verified;United Kingdom;n/a;Dammam to Amsterdam;Business;Business Class;December 2017;1;1;1;n/a;n/a;n/a;1;no
9;Indiana Guzón Michaels;"""Very pleasant flight""";2018-01-01;Trip Verified;United States;n/a;Madrid to Amsterdam;Solo Leisure;Economy Class;December 2017;5;4;5;5;n/a;n/a;4;yes
2;S Harfashi;"""not able to check online""";2017-12-31;Trip Verified;Canada;n/a;Toronto to Kuwait via Amsterdam;Solo Leisure;Economy Class;December 2017;2;1;1;2;n/a;n/a;1;no
8;L Stanska;"""very polite staff""";2017-12-31;Trip Verified;Poland;E-175/ Boeing 737-700;Gdańsk to Nuremberg via Amsterdam;Solo Leisure;Economy Class;December 2017;4;5;5;4;3;n/a;3;yes
10;P Lewis;"""worth the upgrade cost""";2017-12-28;Trip Verified;Canada;A330-200;Vancouver to Amsterdam via Edmonton;Business;Premium Economy;December 2017;4;4;5;5;4;n/a;4;yes
5;Syed Mansoor Ali;"""failure when it comes to lost baggage""";2017-12-28;Trip Verified;United Kingdom;Boeing 777;Kilimanjaro to Birmingham via Amsterdam;Solo Leisure;Economy Class;December 2017;4;3;3;3;3;3;2;no
1;Amrita Prayag;"""I am extremely disappointed""";2017-12-28;Trip Verified;United States;n/a;Amsterdam to San Francisco;Family Leisure;Economy Class;December 2017;1;1;1;1;1;1;2;no
8;N Benyer;"""definitely fly KLM again""";2017-12-24;Trip Verified;United Kingdom;A330 / Boeing 747;Seoul to Amsterdam;Couple Leisure;Economy Class;December 2017;4;3;5;3;2;n/a;5;yes
1;Yasmin Kejje;"""Bad horrible experience""";2017-12-23;Trip Verified;United Kingdom;n/a;London to Dresden via Amsterdam;Family Leisure;Economy Class;December 2017;1;1;1;1;n/a;n/a;1;no
1;S Meaden;"""rude, unprofessional and unhelpful""";2017-12-21;Trip Verified;Australia;n/a;Amsterdam to Bergen;Family Leisure;Economy Class;December 2017;1;1;1;1;n/a;n/a;1;no
10;Yevheniy Kahanovych;"""My last trip was uneventful""";2017-12-19;Trip Verified;Ukraine;Boeing 737-900 / E175;Dusseldorf to Kiev via Amsterdam;Business;Economy Class;December 2017;5;5;5;5;n/a;n/a;5;yes
1;C Hanner;"""Never fly this airline again""";2017-12-19;Trip Verified;United States;n/a;Amsterdam to Nairobi;Couple Leisure;Economy Class;December 2017;1;1;1;1;1;1;1;no
10;Kazuo Yokoyama;"""always felt well taken care of""";2017-12-19;Trip Verified;Germany;n/a;Tokyo to Berlin via Amsterdam;Solo Leisure;Economy Class;December 2017;5;5;5;5;5;5;5;yes
1;Melissa Hinostroza;"""never again with KLM""";2017-12-18;Trip Verified;Netherlands;n/a;Los Angeles to Amsterdam;Family Leisure;Economy Class;August 2017;1;1;1;2;3;n/a;1;no
1;G Brulen;"""Very bad experience""";2017-12-12;Trip Verified;United States;n/a;Amsterdam to JFK New York;Solo Leisure;Economy Class;December 2017;1;4;4;3;1;1;1;no
2;S Cooper;"""didn't manage to provide any support""";2017-12-12;Trip Verified;Netherlands;n/a;Copenhagen to Amsterdam;Solo Leisure;Economy Class;December 2017;3;4;5;2;1;1;2;no
1;R Dalhanna;"""Very bad experience""";2017-12-09;Trip Verified;Finland;n/a;Helsinki to Barcelona via Amsterdam;Family Leisure;Economy Class;December 2017;3;2;3;4;1;1;1;no
10;Danny Kopperd;"""The service was impeccable""";2017-12-08;Trip Verified;Netherlands;Boeing 777-300;Amsterdam to Bangkok;Business;Business Class;December 2017;4;5;5;5;5;3;5;yes
9;Eelco van den Heuvel;"""high price for luggage""";2017-12-03;Trip Verified;Netherlands;Boeing 737;Amsterdam to Rome;Couple Leisure;Economy Class;November 2017;4;3;4;4;n/a;n/a;4;yes
10;James Walter Curlewis;"""very friendly and helpful""";2017-12-02;Trip Verified;South Africa;Boeing 777;Amsterdam to Cape Town via Amsterdam;Solo Leisure;Economy Class;November 2017;5;4;5;5;5;4;5;yes
9;Jonathan Potts;"""cabin service excellent""";2017-12-02;Trip Verified;United Kingdom;Boeing 737-800;Hamburg to Manchester via Amsterdam;Solo Leisure;Economy Class;November 2017;4;4;5;5;n/a;n/a;4;yes
1;E Saliker;"""unprofessional and unacceptable""";2017-12-01;Trip Verified;Italy;n/a;Singapore to Munich via Amsterdam;Couple Leisure;Economy Class;November 2017;1;1;1;n/a;n/a;n/a;1;no
1;Daria Mejnartowicz;"""Never again with KLM""";2017-11-27;Trip Verified;Poland;n/a;Warsaw to Accra via Amsterdam;Solo Leisure;Economy Class;October 2017;1;2;2;2;2;1;1;no
3;T Yassular;"""problem was with AirBaltic""";2017-11-27;Trip Verified;United Kingdom;Boeing 737-500;Birmingham to Tallin via Amsterdam;Business;Economy Class;October 2017;1;3;1;1;1;1;4;no
9;Steven Manootham;"""recommend this 4 Star airline""";2017-11-14;Verified Review;Germany;Boeing 777-300ER;Bangkok to Hamburg via Amsterdam;Couple Leisure;Economy Class;April 2017;5;3;5;3;4;n/a;5;yes
10;Lara Scavuzzo Montaña;"""satisfied with their service""";2017-11-13;Verified Review;Spain;n/a;Amsterdam to Boston;Solo Leisure;Economy Class;November 2017;5;4;5;5;5;n/a;5;yes
8;B Saleta;"""Quick boarding at Madrid""";2017-11-12;Verified Review;Norway;Boeing 737;Madrid to Amsterdam;Solo Leisure;Economy Class;November 2017;4;5;5;n/a;n/a;n/a;5;yes
10;Alasdair Beattie;"""outstanding customer support""";2017-11-10;Verified Review;United Kingdom;n/a;Amsterdam to Mumbai;Solo Leisure;Economy Class;November 2017;5;5;5;5;5;5;5;yes
9;L Starena;"""the great service offered""";2017-11-06;Verified Review;Norway;Boeing 737;Oslo to Madrid via Amsterdam;Solo Leisure;Business Class;November 2017;4;3;5;5;4;4;5;yes
2;E Lester;"""upward battle against limited options""";2017-11-06;Verified Review;Belgium;n/a;Houston to Brussels via Amsterdam;Business;Economy Class;November 2017;1;2;2;2;1;1;1;no
3;F Kraatz;"""hope for a journey without the complications""";2017-11-03;Verified Review;Germany;n/a;Berlin Tegel to Osaka via Amsterdam;Solo Leisure;Economy Class;September 2017;3;4;5;4;5;n/a;2;yes
8;Julien Ceschiutti;"""Staff was very helpful and polite""";2017-11-01;Verified Review;France;Boeing 777;Dar es Salaam to Amsterdam;Couple Leisure;Economy Class;October 2017;4;5;4;4;4;n/a;4;yes
8;Aart de Vos;"""miss the faithful little Fokkers""";2017-10-31;Verified Review;Netherlands;Boeing 737, Fokker 70;Amsterdam to Billund;Solo Leisure;Economy Class;October 2017;4;3;3;2;n/a;n/a;2;yes
6;M Searen;"""in-flight service was outstanding""";2017-10-30;Verified Review;United States;Boeing 737-800;Lisbon to Amsterdam;Solo Leisure;Economy Class;October 2017;5;3;5;5;n/a;n/a;5;yes
